5,6,30,1.2,0.333,0.333,?,10,10,1,1
2,?,40,?,0.675,0.675,27.0,27,27,1,2
9,?,108,1.333,0.444,0.981,1.71,?,106,28,1
8,95,760,11.875,0.303,0.937,?,230,?,130,1
12,14,168,1.167,0.357,0.958,2.31,60,161,26,1
3,113,339,37.667,0.357,0.378,30.25,121,128,4,2
98,3,294,0.031,0.48,0.486,141.0,141,?,1,4
11,65,?,5.909,0.39,0.877,2.61,279,627,107,1
10,44,440,4.4,0.393,0.852,3.15,173,375,55,1
1,?,27,27.0,0.593,1.0,?,16,?,4,1
2,19,38,9.5,0.237,?,1.8,9,38,5,1
5,9,45,1.8,0.267,0.778,1.71,12,35,7,1
8,23,184,2.875,0.288,1.0,1.47,53,184,?,1
8,46,368,?,0.391,0.951,1.85,144,350,78,1
?,?,38,0.105,0.816,0.816,31.0,?,31,1,4
8,?,352,5.5,0.426,0.938,3.26,150,330,46,1
8,40,320,?,0.403,0.991,?,129,317,51,1
8,45,360,5.625,0.469,0.956,2.91,169,344,58,1
8,41,328,5.125,0.335,0.933,2.08,110,306,53,1
2,112,224,56.0,0.496,0.504,55.5,111,113,2,2
8,43,344,5.375,0.349,0.814,2.26,120,280,?,1
10,8,80,0.8,0.5,1.0,5.0,?,80,8,1
8,20,160,2.5,0.525,0.938,3.5,84,150,?,1
10,83,830,8.3,0.295,0.725,2.02,245,602,121,1
12,73,876,6.083,0.257,0.591,2.14,225,518,105,1
9,82,738,9.111,?,0.935,2.09,182,690,87,1
1,?,36,36.0,0.722,?,8.67,26,36,3,2
12,116,1392,9.667,0.246,0.707,?,343,984,172,1
?,?,837,10.333,0.323,0.888,2.06,270,743,131,1
7,9,63,1.286,0.333,0.492,21.0,21,31,1,1
10,38,380,3.8,0.434,0.892,2.89,165,339,57,1
9,36,324,4.0,0.552,0.926,3.51,179,300,?,1
11,67,737,6.091,0.331,0.844,2.28,244,?,107,1
9,82,738,9.111,0.389,0.92,2.33,287,679,123,1
11,86,?,7.818,0.283,0.764,1.91,268,?,140,1
9,6,?,0.667,0.5,0.593,13.5,27,32,2,1
10,98,980,9.8,0.463,0.945,2.72,454,926,167,1
11,100,1100,?,0.456,0.882,3.04,502,970,165,1
9,43,387,4.778,0.509,0.959,3.58,197,371,55,1
9,47,423,?,0.31,0.78,2.34,131,330,?,1
1,55,55,55.0,0.564,1.0,10.33,31,55,?,2
2,64,128,32.0,0.531,0.586,17.0,68,75,4,2
8,32,256,4.0,0.336,?,2.46,86,202,35,1
?,23,276,1.917,0.417,0.623,8.21,115,172,14,1
9,47,423,5.222,0.371,0.865,2.75,157,366,57,1
10,18,180,1.8,0.511,0.872,2.97,92,157,31,1
1,17,17,17.0,0.412,?,1.75,7,17,4,2
28,330,?,?,0.057,0.066,31.0,527,?,17,2
?,464,98368,2.189,0.052,0.07,11.84,5066,6884,428,5
9,6,54,0.667,0.667,0.759,18.0,36,41,2,1
9,42,378,4.667,0.429,?,?,162,369,?,1
1,18,18,18.0,0.944,1.0,17.0,17,18,1,2
9,46,414,5.111,0.365,0.848,2.01,151,351,75,1
9,64,576,7.111,0.491,0.984,2.57,283,567,110,1
9,100,900,?,0.463,0.908,2.92,417,817,143,1
14,300,4200,21.429,?,0.607,2.39,1106,2550,462,1
8,45,360,5.625,0.222,0.806,1.9,?,290,42,1
7,31,217,4.429,?,0.853,1.78,48,185,27,1
7,58,406,8.286,0.212,0.842,2.26,86,342,38,1
10,19,190,1.9,0.332,0.695,3.71,63,132,17,1
11,8,88,0.727,0.545,1.0,3.2,48,88,15,1
9,23,207,?,?,0.986,1.63,67,204,41,1
9,81,729,9.0,0.332,0.974,2.09,242,710,116,1
12,117,?,9.75,0.231,0.712,1.68,324,1000,193,1
5,23,115,4.6,?,?,?,26,115,?,1
4,32,128,8.0,0.313,1.0,2.11,40,128,19,1
5,16,80,3.2,0.313,0.813,2.08,25,65,12,1
11,67,737,6.091,0.269,0.689,2.96,198,508,?,1
1,45,45,45.0,0.933,1.0,21.0,42,45,2,2
2,50,100,25.0,0.46,0.51,15.33,46,51,3,2
9,99,891,11.0,0.288,0.801,1.95,?,714,132,1
9,75,675,8.333,?,?,2.09,249,?,119,1
12,27,324,2.25,0.318,0.898,2.64,103,291,39,1
9,83,747,9.222,0.335,?,2.05,250,630,122,1
11,116,1276,10.545,0.274,0.804,1.8,350,1026,194,1
8,3,24,0.375,0.458,0.667,2.2,11,16,5,1
8,59,472,7.375,0.206,0.691,3.13,97,326,31,1
9,21,189,2.333,0.365,?,2.88,69,155,24,1
8,83,664,10.375,0.398,0.94,2.15,264,624,123,1
8,6,48,0.75,?,0.646,13.0,26,31,2,1
9,36,324,4.0,?,?,2.82,172,304,61,1
8,8,64,?,0.234,0.672,1.5,15,43,10,1
21,?,42,0.095,0.738,0.738,31.0,?,?,1,2
8,71,568,8.875,0.31,0.861,1.85,176,489,95,1
9,109,981,12.111,0.243,0.848,1.58,238,?,151,1
8,64,512,8.0,0.301,0.857,1.93,154,439,80,1
9,133,1197,14.778,0.236,0.718,1.89,283,859,150,1
6,100,600,16.667,0.342,0.822,1.71,205,493,120,1
13,217,2821,16.692,0.361,0.686,3.05,1019,1934,334,1
14,1,14,0.071,1.0,1.0,14.0,14,?,1,4
6,89,534,?,0.303,0.79,1.82,162,422,89,1
11,?,781,6.455,0.37,?,2.41,289,567,120,1
25,410,10250,16.4,0.272,0.67,2.29,2792,6872,1218,1
10,34,?,3.4,0.426,0.656,3.02,145,223,48,1
13,151,1963,11.615,0.302,0.726,2.59,593,1425,229,1
12,66,792,?,0.402,0.78,3.03,318,618,105,1
7,1,7,0.143,1.0,1.0,7.0,7,7,1,4
8,46,?,?,0.266,0.886,1.85,?,326,53,1
9,93,837,10.333,?,0.847,1.66,233,709,140,1
9,119,?,13.222,?,0.965,2.34,452,?,193,1
3,90,270,30.0,0.511,0.907,2.34,138,?,59,1
9,172,?,19.111,0.353,0.799,?,?,1237,225,1
8,130,1040,16.25,0.36,0.876,2.21,374,911,?,1
13,409,5317,31.462,0.312,0.602,3.03,?,3200,547,1
?,142,1704,?,0.337,0.759,3.04,575,1293,189,1
6,90,540,15.0,0.394,0.804,2.2,?,434,97,1
?,?,693,?,?,0.97,2.63,337,672,128,1
13,30,390,?,0.356,0.649,3.23,139,253,43,1
6,101,606,16.833,0.411,0.876,1.93,249,?,?,1
?,160,5280,?,0.219,0.389,?,1154,2054,182,1
13,58,754,4.462,0.336,0.599,3.2,253,452,79,1
9,13,117,?,0.564,0.863,3.88,66,101,17,1
12,37,444,3.083,?,0.748,3.87,182,332,47,1
5,116,580,23.2,0.376,0.784,2.18,218,455,100,1
7,?,?,6.571,0.298,0.994,2.18,96,320,44,1
8,108,864,13.5,0.293,0.897,1.69,253,775,?,1
5,50,?,10.0,0.36,0.812,1.58,90,203,57,1
47,286,13442,6.085,?,0.317,4.67,2459,4258,?,5
?,107,?,13.375,0.384,0.86,2.12,?,736,155,1
11,337,3707,30.636,0.179,0.648,2.09,664,2402,318,1
8,61,488,7.625,?,?,2.03,154,472,76,1
38,410,15580,10.789,0.279,0.696,2.39,4341,10849,1815,1
?,17,119,2.429,0.555,0.933,2.64,?,111,25,1
8,70,560,8.75,0.464,0.988,2.36,260,553,?,1
11,90,990,8.182,0.362,0.808,2.82,?,800,127,1
6,51,306,8.5,0.454,0.817,2.44,139,250,57,1
11,413,4543,37.545,0.356,0.806,2.44,1619,3662,664,1
17,60,1020,3.529,0.139,0.371,7.1,142,378,20,5
10,?,500,5.0,0.472,0.812,?,236,406,86,1
14,186,2604,13.286,0.307,0.652,?,799,1698,319,1
3,?,9,1.0,0.778,0.778,7.0,7,?,1,1
7,12,84,1.714,0.476,0.762,?,?,?,14,1
?,26,182,3.714,0.33,0.786,2.07,60,143,29,1
8,5,?,0.625,0.275,0.45,3.67,11,18,3,5
9,271,2439,30.111,0.285,0.707,1.82,696,1724,382,1
9,198,1782,22.0,0.289,0.681,1.88,515,1213,?,1
7,65,455,9.286,0.316,0.848,1.52,144,386,95,1
6,17,?,2.833,0.343,0.873,1.3,35,89,27,1
?,271,?,24.636,0.198,0.628,1.52,591,1872,?,1
8,?,8,0.125,0.875,1.0,7.0,7,8,1,5
?,10,?,1.25,0.313,0.675,1.92,25,54,13,1
4,9,36,2.25,0.417,1.0,1.67,15,36,9,1
?,100,1000,10.0,0.212,0.702,?,212,702,?,1
7,?,35,0.714,0.2,0.429,7.0,7,15,1,1
8,245,1960,30.625,0.198,0.555,1.36,389,1088,286,1
?,60,600,6.0,?,0.607,1.47,134,364,91,1
7,17,?,2.429,0.328,?,1.44,39,87,27,1
8,46,368,5.75,0.285,0.791,1.42,105,291,74,1
8,?,2104,32.875,0.154,?,1.19,325,1156,274,1
1,10,10,10.0,0.8,1.0,4.0,8,10,2,1
7,?,63,1.286,?,0.984,?,20,62,9,1
4,6,24,1.5,0.333,0.792,2.0,8,19,4,1
6,?,168,4.667,0.292,0.875,1.29,49,147,38,1
14,29,406,2.071,0.14,?,1.63,57,204,35,1
8,11,88,1.375,0.159,0.477,1.75,14,42,8,1
6,13,78,2.167,0.295,0.897,1.64,23,70,14,1
?,41,287,5.857,0.213,0.861,1.33,61,247,46,1
?,11,66,?,0.333,0.803,1.69,22,53,13,1
4,12,48,3.0,0.292,1.0,1.4,14,48,10,1
9,23,207,2.556,0.213,0.507,?,44,105,28,1
5,13,?,2.6,0.415,0.938,1.69,27,61,16,1
1,27,?,27.0,0.407,1.0,1.83,11,27,6,2
9,17,153,1.889,0.183,0.529,1.75,28,81,16,1
7,16,112,2.286,0.25,0.527,2.0,28,59,14,1
10,53,530,5.3,?,0.781,1.44,114,414,79,1
6,?,?,?,0.262,0.786,1.83,11,33,6,1
?,18,126,2.571,0.27,0.714,1.36,34,?,?,1
9,46,414,5.111,0.242,0.737,1.47,100,?,68,1
8,27,216,3.375,0.269,0.764,1.29,58,?,45,1
7,4,28,0.571,0.321,1.0,3.0,?,28,3,1
7,33,231,4.714,0.299,0.848,?,69,196,48,1
7,8,?,1.143,?,0.732,1.78,16,?,?,1
7,27,189,3.857,0.28,0.947,1.33,53,179,40,1
8,47,376,?,0.221,0.702,1.26,83,264,66,1
9,22,198,2.444,0.192,0.697,1.31,38,138,29,1
9,?,45,0.556,0.244,0.867,2.2,11,39,5,1
8,81,648,10.125,0.221,0.591,1.29,143,383,111,1
5,?,75,3.0,0.36,0.933,1.35,27,70,20,1
7,41,287,5.857,0.345,0.777,1.55,99,223,64,1
10,49,490,4.9,0.196,0.751,1.26,96,368,76,1
7,5,35,0.714,0.257,0.571,2.25,9,20,?,1
6,11,66,1.833,0.303,0.712,1.54,20,47,13,1
9,56,504,6.222,0.196,0.617,1.24,99,311,80,1
5,5,25,?,0.52,1.0,2.17,13,25,6,1
9,41,369,4.556,?,0.661,1.32,90,244,68,1
7,14,98,2.0,0.337,0.786,1.38,33,?,24,1
7,9,63,1.286,0.349,0.746,1.83,22,47,12,1
7,48,?,6.857,0.33,0.821,1.44,111,276,77,1
7,21,147,3.0,0.293,0.81,1.34,43,119,32,1
9,54,486,6.0,0.191,0.741,1.24,93,360,75,1
9,39,351,4.333,0.239,0.624,1.53,84,219,55,1
6,7,42,1.167,0.357,0.762,2.14,15,32,?,1
7,?,98,2.0,0.357,0.969,1.52,?,95,?,1
7,39,273,5.571,0.33,0.853,1.43,90,233,?,1
7,21,147,3.0,0.327,0.912,1.71,?,134,28,1
7,11,77,?,0.377,0.948,1.38,29,73,21,1
?,16,112,2.286,0.286,0.955,1.68,32,107,19,1
?,?,147,3.0,0.333,0.789,1.4,?,116,35,1
7,8,56,1.143,0.268,0.768,1.07,15,43,14,1
7,11,77,1.571,0.312,0.844,1.33,24,65,18,1
9,30,270,3.333,0.248,0.937,?,67,253,46,1
5,11,55,2.2,0.364,1.0,1.33,?,55,15,1
7,?,147,3.0,0.279,0.748,1.52,?,110,?,1
7,38,266,5.429,0.338,0.729,1.55,90,194,58,1
7,14,98,2.0,0.265,?,1.18,26,81,22,1
6,14,84,2.333,?,1.0,1.28,23,84,18,1
6,24,144,?,0.264,?,1.46,38,110,26,1
6,13,78,2.167,0.308,1.0,1.41,24,78,17,1
7,14,98,?,0.327,0.847,1.45,32,83,22,1
?,15,?,2.5,0.267,0.833,2.0,24,75,12,1
6,?,42,?,0.286,0.857,1.5,12,36,8,1
8,?,320,5.0,0.213,?,?,68,211,55,1
9,26,234,2.889,0.175,0.517,?,41,121,30,1
7,16,112,2.286,?,0.768,2.07,29,86,14,1
9,17,153,?,0.229,0.582,1.67,35,89,21,1
7,207,1449,29.571,0.249,0.771,?,?,1117,279,1
9,28,252,3.111,0.258,0.607,?,65,153,43,1
6,?,228,6.333,0.377,0.833,1.51,86,190,57,1
9,39,351,4.333,?,0.695,1.49,91,244,?,1
7,45,315,6.429,?,0.708,1.29,80,223,62,1
7,59,413,?,0.228,0.659,1.24,94,272,76,1
9,103,927,11.444,0.243,0.663,1.42,225,615,159,1
6,13,78,2.167,0.308,0.974,1.41,24,76,17,1
9,18,162,2.0,0.259,?,1.56,42,115,27,1
7,10,70,1.429,0.3,0.771,1.5,21,54,14,1
5,27,135,5.4,0.304,0.889,1.41,41,120,29,1
7,52,?,7.429,0.266,0.959,1.21,97,349,?,1
?,20,180,2.222,0.261,0.617,1.68,47,111,28,1
